English Sentence,English NER Tagged,Chinese Sentence,Chinese NER Tagged,Merged English NER Tagged,Merged Chinese NER Tagged
And the third kind of project: something for the local environment.,[],第三??目，是?心?地?境,[],[],[]
"So what the kids do depends first of all, how old are they -- and we go now from pre-school right through university.",[],孩子?具体做些什么，是根据他?的年?而定—— 小的有?前班的孩子，大的有大?生。,[],[],[]
It's going to depend whether they're inner-city or rural.,[],?要看他?住在哪里，是城市?是?村。,[],[],[]
It's going to depend if they're wealthy or impoverished.,[],此外?依据他?的家庭??是富裕?是??。,[],[],[]
"It's going to depend which part, say, of America they're in.","[{'entity': 'I-LOC', 'score': 0.9999975, 'index': 13, 'word': '▁America', 'start': 41, 'end': 48}]",?要根据他?住在美?的哪部分。,"[{'entity': 'I-LOC', 'score': 0.9999919, 'index': 6, 'word': '美?的', 'start': 8, 'end': 11}]","[{'word': 'America', 'tag': 'I-LOC', 'score': 0.9999975}]","[{'word': '美?的', 'tag': 'I-LOC', 'score': 0.9999919}]"
"We're in every state now, and the problems in Florida are different from the problems in New York.","[{'entity': 'I-LOC', 'score': 0.999998, 'index': 13, 'word': '▁Florida', 'start': 46, 'end': 53}, {'entity': 'I-LOC', 'score': 0.9999976, 'index': 20, 'word': '▁New', 'start': 89, 'end': 92}, {'entity': 'I-LOC', 'score': 0.9999968, 'index': 21, 'word': '▁York', 'start': 93, 'end': 97}]",美?的每?州都有我?的分支机构 弗?里?的??就跟??的不同。,"[{'entity': 'I-LOC', 'score': 0.99986696, 'index': 2, 'word': '美?的', 'start': 0, 'end': 3}, {'entity': 'I-LOC', 'score': 0.9999975, 'index': 11, 'word': '弗', 'start': 16, 'end': 17}, {'entity': 'I-LOC', 'score': 0.99999475, 'index': 12, 'word': '?', 'start': 17, 'end': 18}, {'entity': 'I-LOC', 'score': 0.99999654, 'index': 13, 'word': '里', 'start': 18, 'end': 19}, {'entity': 'I-LOC', 'score': 0.99999666, 'index': 14, 'word': '?', 'start': 19, 'end': 20}, {'entity': 'I-LOC', 'score': 0.9999962, 'index': 18, 'word': '??', 'start': 25, 'end': 27}, {'entity': 'I-LOC', 'score': 0.9323987, 'index': 20, 'word': '。', 'start': 30, 'end': 31}]","[{'word': 'Florida', 'tag': 'I-LOC', 'score': 0.999998}, {'word': 'New York', 'tag': 'I-LOC', 'score': 0.9999968}]","[{'word': '美?的', 'tag': 'I-LOC', 'score': 0.99986696}, {'word': '弗?里?', 'tag': 'I-LOC', 'score': 0.99999475}, {'word': '??', 'tag': 'I-LOC', 'score': 0.9999962}, {'word': '。', 'tag': 'I-LOC', 'score': 0.9323987}]"
"It's going to depend on which country they're in -- and we're already in 60-plus countries, with about 5,000 active groups -- and there are groups all over the place that I keep hearing about that I've never even heard of, because the kids are taking the program and spreading it themselves.",[],我??要依照不同?家，制定不同的具体任?—— 至今，我??有5000?活?的??，覆?了60余??家—— 有些??的所在地的地名我以前???听?? 正是因?有了?些孩子的?极?与， 推??目，我才听??些地方。,[],[],[]
Why?,[],他??什么?与？,[],[],[]
"Because they're buying into it, and they're the ones who get to decide what they're going to do.",[],因?他?接受?种信念， 他?要自己?定自己的未?。,[],[],[]
"It isn't something that their parents tell them, or their teachers tell them.",[],?并不是父母，亦或是老? 要他?去做的事。,[],[],[]
"That's effective, but if they decide themselves, ""We want to clean this river and put the fish back that used to be there.",[],听??的?，也??更方便，但是如果由孩子?自己?做?定， “我?要清洁??河， ?原本居住在?儿的?回?。,[],[],[]
We want to clear away the toxic soil from this area and have an organic garden.,[],我?要???地?的有毒土壤清理干?， 使它?成有机花?。,[],[],[]
We want to go and spend time with the old people and hear their stories and record their oral histories.,[],我?要多花些??陪老年人， 听他??故事，??下他?口述的?史。,[],[],[]
We want to go and work in a dog shelter.,[],我?要去犬?收?中心工作，,[],[],[]
"We want to learn about animals. We want ... "" You know, it goes on and on, and this is very hopeful for me.",[],我?要了解各种?物。我??要...” 各位，我?法??所有?些。在我看?，?就是希望。,[],[],[]
"As I travel around the world 300 days a year, everywhere there's a group of Roots and Shoots of different ages.","[{'entity': 'I-MISC', 'score': 0.9997737, 'index': 19, 'word': '▁Root', 'start': 76, 'end': 80}, {'entity': 'I-MISC', 'score': 0.9761145, 'index': 20, 'word': 's', 'start': 80, 'end': 81}, {'entity': 'I-MISC', 'score': 0.9976173, 'index': 22, 'word': '▁Sho', 'start': 86, 'end': 89}, {'entity': 'I-MISC', 'score': 0.9859642, 'index': 23, 'word': 'ots', 'start': 89, 'end': 92}]",一年中有300天我都在世界的某一?角落旅行， 那些地方都有不同年?的人?与的“根与芽”?目。,[],"[{'word': 'Roots', 'tag': 'I-MISC', 'score': 0.9761145}, {'word': 'Shoots', 'tag': 'I-MISC', 'score': 0.9859642}]",[]
"Everywhere there are children with shining eyes saying, ""Look at the difference we've made.""",[],所到之?，都有孩子???亮的眼睛，告?我： “看看我?做出的?化。”,[],[],[]
"And now comes the technology into it, because with this new way of communicating electronically these kids can communicate with each other around the world.",[],?在我?有了高科技的?助， 因?有了?种新的?子交流方式 孩子?可以跨越大洋相互交流。,[],[],[]
"And if anyone is interested to help us, we've got so many ideas but we need help -- we need help to create the right kind of system that will help these young people to communicate their excitement.",[],如果任何人有?趣?我??助，而且我?的确有很多的想法 需要?助才能得以??。 我?需要?造更适合年?人交流心?的平台。,[],[],[]
"But also -- and this is so important -- to communicate their despair, to say, ""We've tried this and it doesn't work, and what shall we do?""",[],但同?重要的是，?他???自己的失望，?他?可以?出： “我???了，可??行不通，?怎么?？”,[],[],[]
"And then, lo and behold, there's another group answering these kids who may be in America, or maybe this is a group in Israel, saying, ""Yeah, you did it a little bit wrong. This is how you should do it.""","[{'entity': 'I-LOC', 'score': 0.99999857, 'index': 22, 'word': '▁America', 'start': 82, 'end': 89}, {'entity': 'I-LOC', 'score': 0.9999976, 'index': 31, 'word': '▁Israel', 'start': 119, 'end': 125}]",?上，就?有另一?小???些孩子提供解答 他?可能在美?，也?是在以色列， ?：“是的，你?里做?了一?。你???么做。”,"[{'entity': 'I-LOC', 'score': 0.99964225, 'index': 16, 'word': '在美?', 'start': 25, 'end': 28}, {'entity': 'I-LOC', 'score': 0.9999964, 'index': 20, 'word': '以色列', 'start': 33, 'end': 36}]","[{'word': 'America', 'tag': 'I-LOC', 'score': 0.99999857}, {'word': 'Israel', 'tag': 'I-LOC', 'score': 0.9999976}]","[{'word': '在美?', 'tag': 'I-LOC', 'score': 0.99964225}, {'word': '以色列', 'tag': 'I-LOC', 'score': 0.9999964}]"
The philosophy is very simple.,[],其中的哲?其?很??。,[],[],[]
We do not believe in violence.,[],我?反?暴力。,[],[],[]
"No violence, no bombs, no guns.",[],不需要暴力，不要炸?，不要?支。,[],[],[]
That's not the way to solve problems.,[],?不是解???的方法。,[],[],[]
"Violence leads to violence, at least in my view.",[],至少在我看?，暴力只能?致暴力。,[],[],[]
So how do we solve?,[],那我?要怎?解???呢？,[],[],[]
The tools for solving the problems are knowledge and understanding.,[],知?和理解，就是我?解???的工具。,[],[],[]
"Know the facts, but see how they fit in the big picture.",[],了解真相，同?了解真相在全局中的位置。,[],[],[]
Hard work and persistence --don't give up -- and love and compassion leading to respect for all life.,[],努力和?持——不要放?—— ?和同情心能引?我?尊重所有的生命。,[],[],[]
"How many more minutes? Two, one?",[],我?有几分?？?分?，一分?？,[],[],[]
Chris Anderson: One -- one to two.,"[{'entity': 'I-PER', 'score': 0.99999464, 'index': 1, 'word': '▁Chris', 'start': 0, 'end': 5}, {'entity': 'I-PER', 'score': 0.99999523, 'index': 2, 'word': '▁Anderson', 'start': 6, 'end': 14}]",克里斯‧安得森：一到?分?。,"[{'entity': 'I-PER', 'score': 0.99991655, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.99998903, 'index': 2, 'word': '克里斯', 'start': 0, 'end': 3}, {'entity': 'I-PER', 'score': 0.9999398, 'index': 3, 'word': '‧', 'start': 3, 'end': 4}, {'entity': 'I-PER', 'score': 0.9999932, 'index': 4, 'word': '安', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.9999945, 'index': 5, 'word': '得', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.9999949, 'index': 6, 'word': '森', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.99991465, 'index': 12, 'word': '。', 'start': 13, 'end': 14}]","[{'word': 'Chris Anderson', 'tag': 'I-PER', 'score': 0.99999464}]","[{'word': '克里斯‧安得森', 'tag': 'I-PER', 'score': 0.9999398}, {'word': '。', 'tag': 'I-PER', 'score': 0.99991465}]"
"Jane Goodall: Two, two, I'm going to take two.","[{'entity': 'I-PER', 'score': 0.9999883, 'index': 1, 'word': '▁Jane', 'start': 0, 'end': 4}, {'entity': 'I-PER', 'score': 0.9999889, 'index': 2, 'word': '▁Good', 'start': 5, 'end': 9}, {'entity': 'I-PER', 'score': 0.9999858, 'index': 3, 'word': 'all', 'start': 9, 'end': 12}]",珍妮‧古道?：?分?，我需要?分?。,"[{'entity': 'I-PER', 'score': 0.9997769, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9999529, 'index': 2, 'word': '珍', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9999888, 'index': 3, 'word': '妮', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.9999156, 'index': 4, 'word': '‧', 'start': 2, 'end': 3}, {'entity': 'I-PER', 'score': 0.99998677, 'index': 5, 'word': '古', 'start': 3, 'end': 4}, {'entity': 'I-PER', 'score': 0.99997926, 'index': 6, 'word': '道', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.999974, 'index': 7, 'word': '?', 'start': 5, 'end': 6}]","[{'word': 'Jane Goodall', 'tag': 'I-PER', 'score': 0.9999858}]","[{'word': '珍妮‧古道?', 'tag': 'I-PER', 'score': 0.9999156}]"
Are you going to come and drag me off?,[],你???上了把我拉下去?？,[],[],[]
"Anyway -- so basically, Roots and Shoots is beginning to change young people's lives.","[{'entity': 'I-ORG', 'score': 0.9999925, 'index': 6, 'word': '▁Root', 'start': 24, 'end': 28}, {'entity': 'I-ORG', 'score': 0.9999943, 'index': 7, 'word': 's', 'start': 28, 'end': 29}, {'entity': 'I-ORG', 'score': 0.99999213, 'index': 8, 'word': '▁and', 'start': 30, 'end': 33}, {'entity': 'I-ORG', 'score': 0.9999893, 'index': 9, 'word': '▁Sho', 'start': 34, 'end': 37}, {'entity': 'I-ORG', 'score': 0.9999881, 'index': 10, 'word': 'ots', 'start': 37, 'end': 40}]",?而言之，“根与芽”正在 改?年?人的生活。,[],"[{'word': 'Roots and Shoots', 'tag': 'I-ORG', 'score': 0.9999881}]",[]
It's what I'm devoting most of my energy to.,[],?正是我?注大部分精力的工作。,[],[],[]
"And I believe that a group like this can have a very major impact, not just because you can share technology with us, but because so many of you have children.",[],我相信TED可以有非常重要的影?， ?不是因?我?可以分享技?， 而是因?你?中的?多人都有孩子。,"[{'entity': 'I-ORG', 'score': 0.9802556, 'index': 3, 'word': 'TED', 'start': 3, 'end': 6}, {'entity': 'I-ORG', 'score': 0.9766376, 'index': 23, 'word': '。', 'start': 48, 'end': 49}]",[],"[{'word': 'TED', 'tag': 'I-ORG', 'score': 0.9802556}, {'word': '。', 'tag': 'I-ORG', 'score': 0.9766376}]"
"And if you take this program out, and give it to your children, they have such a good opportunity to go out and do good, because they've got parents like you.",[],如果你愿意回家后，?我?的?目告?你?的孩子， 那么他?就可以有一?极好的机?走出家?，做一些有意?的事， 因?他?有像你???的父母。,[],[],[]
And it's been so clear how much you all care about trying to make this world a better place.,[],而且一切也都?明，大家都十分?注???? ?注如何???世界?得更好。,[],[],[]
It's very encouraging.,[],??人深受鼓舞。,[],[],[]
"But the kids do ask me -- and this won't take more than two minutes, I promise -- the kids say, ""Dr. Jane, do you really have hope for the future?","[{'entity': 'I-PER', 'score': 0.99989176, 'index': 29, 'word': '▁Jane', 'start': 101, 'end': 105}]",但是孩子?的确??我—— 我保?，我不?超??分?了—— 有孩子??：“珍妮博士，你?未?真的抱有希望？,"[{'entity': 'I-PER', 'score': 0.79499507, 'index': 17, 'word': '▁', 'start': 29, 'end': 30}, {'entity': 'I-PER', 'score': 0.99950516, 'index': 23, 'word': '珍', 'start': 36, 'end': 37}, {'entity': 'I-PER', 'score': 0.99985135, 'index': 24, 'word': '妮', 'start': 37, 'end': 38}]","[{'word': 'Jane', 'tag': 'I-PER', 'score': 0.99989176}]","[{'word': '珍妮', 'tag': 'I-PER', 'score': 0.99950516}]"
"You travel, you see all these horrible things happening.""",[],你去?很多地方，??那么多可怕的事。”,[],[],[]
"Firstly, the human brain -- I don't need to say anything about that.",[],第一，人?的大?——?于此我不必?什么。,[],[],[]
"Now that we know what the problems are around the world, human brains like yours are rising to solve those problems.",[],如今我?了解了世界各地存在的??， ?有?位??的大?的人都??始思考如何解?那些??。,[],[],[]
And we've talked a lot about that.,[],?此，我?已???了很多。,[],[],[]
"Secondly, the resilience of nature.",[],第二，大自然可以自我修复。,[],[],[]
"We can destroy a river, and we can bring it back to life.",[],我?可以摧?一?河， 我?也可以使它恢复生机。,[],[],[]
"We can see a whole area desolated, and it can be brought back to bloom again, with time or a little help.",[],一片土地??荒?， 但只要有??和一??助，它也可以重新?得生机盎然。,[],[],[]
"And thirdly, the last speaker talked about -- or the speaker before last, talked about the indomitable human spirit.",[],第三，上一??言者，也?往前?第二?， 提及了人?不屈不?的精神。,[],[],[]
We are surrounded by the most amazing people who do things that seem to be absolutely impossible.,[],我?周?有?多?不气?的人?， 他?做成了?多看似不可能的工作。,[],[],[]
"Nelson Mandela -- I take a little piece of limestone from Robben Island Prison, where he labored for 27 years, and came out with so little bitterness, he could lead his people from the horror of apartheid without a bloodbath.","[{'entity': 'I-PER', 'score': 0.99988735, 'index': 1, 'word': '▁Nelson', 'start': 0, 'end': 6}, {'entity': 'I-PER', 'score': 0.99985015, 'index': 2, 'word': '▁Mandela', 'start': 7, 'end': 14}, {'entity': 'I-LOC', 'score': 0.99998724, 'index': 13, 'word': '▁Robb', 'start': 58, 'end': 62}, {'entity': 'I-LOC', 'score': 0.99998736, 'index': 14, 'word': 'en', 'start': 62, 'end': 64}, {'entity': 'I-LOC', 'score': 0.9999838, 'index': 15, 'word': '▁Island', 'start': 65, 'end': 71}, {'entity': 'I-LOC', 'score': 0.96158236, 'index': 16, 'word': '▁Pris', 'start': 72, 'end': 76}, {'entity': 'I-LOC', 'score': 0.99736506, 'index': 17, 'word': 'on', 'start': 76, 'end': 78}]",比如?尼?森·曼得拉——我??本???拿了一?石灰石 在那儿，曼得拉被?禁并?作了27年， 他出?后并不是心怀怨恨，而是??人民， 用和平的方式走出了可怕的种族隔离。,"[{'entity': 'I-PER', 'score': 0.99999714, 'index': 3, 'word': '尼', 'start': 3, 'end': 4}, {'entity': 'I-PER', 'score': 0.99999595, 'index': 4, 'word': '?', 'start': 4, 'end': 5}, {'entity': 'I-PER', 'score': 0.99999595, 'index': 5, 'word': '森', 'start': 5, 'end': 6}, {'entity': 'I-PER', 'score': 0.99998784, 'index': 6, 'word': '·', 'start': 6, 'end': 7}, {'entity': 'I-PER', 'score': 0.99999464, 'index': 7, 'word': '曼', 'start': 7, 'end': 8}, {'entity': 'I-PER', 'score': 0.9999931, 'index': 8, 'word': '得', 'start': 8, 'end': 9}, {'entity': 'I-PER', 'score': 0.9999851, 'index': 9, 'word': '拉', 'start': 9, 'end': 10}, {'entity': 'I-LOC', 'score': 0.9999932, 'index': 13, 'word': '?', 'start': 14, 'end': 15}, {'entity': 'I-LOC', 'score': 0.99998486, 'index': 14, 'word': '本', 'start': 15, 'end': 16}, {'entity': 'I-LOC', 'score': 0.9999908, 'index': 15, 'word': '?', 'start': 16, 'end': 17}, {'entity': 'I-PER', 'score': 0.999995, 'index': 27, 'word': '曼', 'start': 31, 'end': 32}, {'entity': 'I-PER', 'score': 0.9999939, 'index': 28, 'word': '得', 'start': 32, 'end': 33}, {'entity': 'I-PER', 'score': 0.99998665, 'index': 29, 'word': '拉', 'start': 33, 'end': 34}]","[{'word': 'Nelson Mandela', 'tag': 'I-PER', 'score': 0.99985015}, {'word': 'Robben Island Prison', 'tag': 'I-LOC', 'score': 0.96158236}]","[{'word': '尼?森·曼得拉', 'tag': 'I-PER', 'score': 0.9999851}, {'word': '?本?', 'tag': 'I-LOC', 'score': 0.99998486}, {'word': '曼得拉', 'tag': 'I-PER', 'score': 0.99998665}]"
"Even after the 11th of September -- and I was in New York and I felt the fear -- nevertheless, there was so much human courage, so much love and so much compassion.","[{'entity': 'I-LOC', 'score': 0.99999785, 'index': 13, 'word': '▁New', 'start': 49, 'end': 52}, {'entity': 'I-LOC', 'score': 0.99999714, 'index': 14, 'word': '▁York', 'start': 53, 'end': 57}]",即使在911之后——那?我在??，非常害怕—— 我也感受到了恐慌——但是仍有那么多人，充?了勇气， 充?了?和同情心。,"[{'entity': 'I-MISC', 'score': 0.885618, 'index': 5, 'word': '11', 'start': 4, 'end': 6}, {'entity': 'I-LOC', 'score': 0.999998, 'index': 10, 'word': '??', 'start': 14, 'end': 16}]","[{'word': 'New York', 'tag': 'I-LOC', 'score': 0.99999714}]","[{'word': '11', 'tag': 'I-MISC', 'score': 0.885618}, {'word': '??', 'tag': 'I-LOC', 'score': 0.999998}]"
"And then as I went around the country after that and felt the fear -- the fear that was leading to people feeling they couldn't worry about the environment any more, in case they seemed not to be patriotic -- and I was trying to encourage them, somebody came up with a little quotation from Mahatma Gandhi, ""If you look back through human history, you see that every evil regime has been overcome by good.""","[{'entity': 'I-PER', 'score': 0.9999876, 'index': 62, 'word': '▁Maha', 'start': 291, 'end': 295}, {'entity': 'I-PER', 'score': 0.9999734, 'index': 63, 'word': 'tma', 'start': 295, 'end': 298}, {'entity': 'I-PER', 'score': 0.999974, 'index': 64, 'word': '▁Gandhi', 'start': 299, 'end': 305}]",在那之后，我去了美?的其他地?，感受到了人?的恐?—— ??的恐??人??得 他?不?再去?心自然?境， 只?注恐怖主?，不然他??看上去不??，—— ??我???鼓?他?， 有人走?告?我一句圣雄甘地的?， “回?人??史， 一切??力?究被正??胜。”,"[{'entity': 'I-LOC', 'score': 0.999979, 'index': 7, 'word': '美?的', 'start': 8, 'end': 11}, {'entity': 'I-PER', 'score': 0.99988854, 'index': 60, 'word': '圣', 'start': 97, 'end': 98}, {'entity': 'I-PER', 'score': 0.99996364, 'index': 61, 'word': '雄', 'start': 98, 'end': 99}, {'entity': 'I-PER', 'score': 0.99998176, 'index': 62, 'word': '甘', 'start': 99, 'end': 100}, {'entity': 'I-PER', 'score': 0.999941, 'index': 63, 'word': '地', 'start': 100, 'end': 101}]","[{'word': 'Mahatma Gandhi', 'tag': 'I-PER', 'score': 0.9999734}]","[{'word': '美?的', 'tag': 'I-LOC', 'score': 0.999979}, {'word': '圣雄甘地', 'tag': 'I-PER', 'score': 0.99988854}]"
"And just after that a woman brought me this little bell, and I want to end on this note.",[],然后，一?女士?了我??小??， 我想以?作??束。,[],[],[]
"She said, ""If you're talking about hope and peace, ring this.",[],她告?我，“每?你?到希望和和平，就??它。,[],[],[]
"This bell is made from metal from a defused landmine, from the killing fields of Pol Pot -- one of the most evil regimes in human history -- where people are now beginning to put their lives back together So, yes, there is hope, and where is the hope?","[{'entity': 'I-PER', 'score': 0.9999752, 'index': 22, 'word': '▁Pol', 'start': 81, 'end': 84}, {'entity': 'I-PER', 'score': 0.9999279, 'index': 23, 'word': '▁Pot', 'start': 85, 'end': 88}]",????是由一?拆除引信的地雷造的， 它?自波?布特的屠???—— 那人??史中最?罪?的政?之一—— ?在，??政?已?垮台， 那里的人?正恢复正常生活。 所以，是的，希望是有的，那希望在哪儿呢？,"[{'entity': 'I-LOC', 'score': 0.99999666, 'index': 19, 'word': '波', 'start': 22, 'end': 23}, {'entity': 'I-LOC', 'score': 0.99999654, 'index': 20, 'word': '?', 'start': 23, 'end': 24}, {'entity': 'I-LOC', 'score': 0.99999595, 'index': 21, 'word': '布', 'start': 24, 'end': 25}, {'entity': 'I-LOC', 'score': 0.9999969, 'index': 22, 'word': '特', 'start': 25, 'end': 26}]","[{'word': 'Pol Pot', 'tag': 'I-PER', 'score': 0.9999279}]","[{'word': '波?布特', 'tag': 'I-LOC', 'score': 0.99999595}]"
Is it out there with the politicians?,[],希望在政治家那儿?？,[],[],[]
It's in our hands.,[],希望在我?的手中。,[],[],[]
It's in your hands and my hands and those of our children.,[],希望在你手中，在我手中， 在孩子?的手中。,[],[],[]
It's really up to us.,[],一切的确由我??定。,[],[],[]
We're the ones who can make a difference.,[],只有我?，才能??改?。,[],[],[]
"If we lead lives where we consciously leave the lightest possible ecological footprints, if we buy the things that are ethical for us to buy and don't buy the things that are not, we can change the world overnight.",[],如果我?在日常生活中， ?量留下最?的生?足?， 如果我?只????的?西 不?不??的?西， 我?可以一夜之?改?世界。,[],[],[]
Thank you.,[],??,[],[],[]
Thank you. It's really an honor and a privilege to be here spending my last day as a teenager.,[],??各位！非常?幸能?站在?里 与大家分享我19?的最后一天,[],[],[]
"Today I want to talk to you about the future, but first I'm going to tell you a bit about the past.",[],今天我想跟大家??未? 但是首先我要用一?????我?去的??,[],[],[]
My story starts way before I was born.,[],??故事要?我出生之前?起,[],[],[]
"My grandmother was on a train to Auschwitz, the death camp.","[{'entity': 'I-LOC', 'score': 0.9999956, 'index': 10, 'word': '▁Auschwitz', 'start': 33, 'end': 42}]",我的外祖母曾?在?往死亡集中??斯?辛的一?火?上,"[{'entity': 'I-LOC', 'score': 0.9999951, 'index': 13, 'word': '?', 'start': 15, 'end': 16}, {'entity': 'I-LOC', 'score': 0.999995, 'index': 14, 'word': '斯', 'start': 16, 'end': 17}, {'entity': 'I-LOC', 'score': 0.9999932, 'index': 15, 'word': '?', 'start': 17, 'end': 18}, {'entity': 'I-LOC', 'score': 0.99999654, 'index': 16, 'word': '辛', 'start': 18, 'end': 19}]","[{'word': 'Auschwitz', 'tag': 'I-LOC', 'score': 0.9999956}]","[{'word': '?斯?辛', 'tag': 'I-LOC', 'score': 0.9999932}]"
"And she was going along the tracks, and the tracks split.",[],火????道?呀?，?到一??道分叉?,[],[],[]
And somehow -- we don't really know exactly the whole story -- but the train took the wrong track and went to a work camp rather than the death camp.,[],然后不知怎么地——?人知道倒底怎么回事——?之 火??上了??的?道，?到了一???集中?，而不是?斯?辛,"[{'entity': 'I-LOC', 'score': 0.9999956, 'index': 32, 'word': '?', 'start': 49, 'end': 50}, {'entity': 'I-LOC', 'score': 0.99999726, 'index': 33, 'word': '斯', 'start': 50, 'end': 51}, {'entity': 'I-LOC', 'score': 0.99999774, 'index': 34, 'word': '?', 'start': 51, 'end': 52}, {'entity': 'I-LOC', 'score': 0.99999785, 'index': 35, 'word': '辛', 'start': 52, 'end': 53}]",[],"[{'word': '?斯?辛', 'tag': 'I-LOC', 'score': 0.9999956}]"
My grandmother survived and married my grandfather.,[],我的外祖母就??幸免于?，然后嫁?了我的外祖父,[],[],[]
"They were living in Hungary, and my mother was born.","[{'entity': 'I-LOC', 'score': 0.9999981, 'index': 5, 'word': '▁Hungary', 'start': 20, 'end': 27}]",他?住在匈牙利?，生下了我母?,"[{'entity': 'I-LOC', 'score': 0.99999774, 'index': 4, 'word': '匈牙利', 'start': 4, 'end': 7}]","[{'word': 'Hungary', 'tag': 'I-LOC', 'score': 0.9999981}]","[{'word': '匈牙利', 'tag': 'I-LOC', 'score': 0.99999774}]"
"And when my mother was two years old, the Hungarian revolution was raging, and they decided to escape Hungary.","[{'entity': 'I-MISC', 'score': 0.9999956, 'index': 11, 'word': '▁Hungari', 'start': 42, 'end': 49}, {'entity': 'I-MISC', 'score': 0.99962604, 'index': 12, 'word': 'an', 'start': 49, 'end': 51}, {'entity': 'I-LOC', 'score': 0.99999845, 'index': 23, 'word': '▁Hungary', 'start': 102, 'end': 109}]",我母???的?候 匈牙利革命爆?，于是外祖父母?定离?匈牙利,"[{'entity': 'I-LOC', 'score': 0.9904426, 'index': 6, 'word': '▁', 'start': 9, 'end': 10}, {'entity': 'I-LOC', 'score': 0.9999844, 'index': 7, 'word': '匈牙利', 'start': 9, 'end': 12}, {'entity': 'I-LOC', 'score': 0.9999964, 'index': 17, 'word': '匈牙利', 'start': 27, 'end': 30}]","[{'word': 'Hungarian', 'tag': 'I-MISC', 'score': 0.99962604}, {'word': 'Hungary', 'tag': 'I-LOC', 'score': 0.99999845}]","[{'word': '匈牙利', 'tag': 'I-LOC', 'score': 0.9999844}, {'word': '匈牙利', 'tag': 'I-LOC', 'score': 0.9999964}]"
"They got on a boat, and yet another divergence -- the boat was either going to Canada or to Australia.","[{'entity': 'I-LOC', 'score': 0.99999845, 'index': 20, 'word': '▁Canada', 'start': 79, 'end': 85}, {'entity': 'I-LOC', 'score': 0.9999981, 'index': 23, 'word': '▁Australia', 'start': 92, 'end': 101}]",他?上了一?船，又一次的?差?? ??船可能?往加拿大或者是澳大利?,"[{'entity': 'I-LOC', 'score': 0.9999987, 'index': 20, 'word': '加拿大', 'start': 24, 'end': 27}, {'entity': 'I-LOC', 'score': 0.9999982, 'index': 22, 'word': '澳大利?', 'start': 30, 'end': 34}]","[{'word': 'Canada', 'tag': 'I-LOC', 'score': 0.99999845}, {'word': 'Australia', 'tag': 'I-LOC', 'score': 0.9999981}]","[{'word': '加拿大', 'tag': 'I-LOC', 'score': 0.9999987}, {'word': '澳大利?', 'tag': 'I-LOC', 'score': 0.9999982}]"
"They got on and didn't know where they were going, and ended up in Canada.","[{'entity': 'I-LOC', 'score': 0.99999833, 'index': 18, 'word': '▁Canada', 'start': 67, 'end': 73}]","他?上船的?候并不知道?到哪里, 最后船把他?送去了加拿大","[{'entity': 'I-LOC', 'score': 0.9999988, 'index': 19, 'word': '加拿大', 'start': 26, 'end': 29}]","[{'word': 'Canada', 'tag': 'I-LOC', 'score': 0.99999833}]","[{'word': '加拿大', 'tag': 'I-LOC', 'score': 0.9999988}]"
"So, to make a long story short, they came to Canada.","[{'entity': 'I-LOC', 'score': 0.9999982, 'index': 13, 'word': '▁Canada', 'start': 45, 'end': 51}]",嗯，??短?，他?到了加拿大,"[{'entity': 'I-LOC', 'score': 0.9999982, 'index': 11, 'word': '加拿大', 'start': 11, 'end': 14}]","[{'word': 'Canada', 'tag': 'I-LOC', 'score': 0.9999982}]","[{'word': '加拿大', 'tag': 'I-LOC', 'score': 0.9999982}]"
